,state_code,county_code,site_num,parameter_code,poc,latitude,longitude,datum,parameter_name,sample_duration,pollutant_standard,metric_used,method_name,year,units_of_measure,event_type,observation_count,observation_percent,completeness_indicator,valid_day_count,required_day_count,exceptional_data_count,null_data_count,primary_exceedance_count,secondary_exceedance_count,certification_indicator,num_obs_below_mdl,arithmetic_mean,arithmetic_standard_dev,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,first_max_non_overlapping_value,first_no_max_datetime,second_max_non_overlapping_value,second_no_max_datetime,ninety_nine_percentile,ninety_eight_percentile,ninety_five_percentile,ninety_percentile,seventy_five_percentile,fifty_percentile,ten_percentile,local_site_name,address,state_name,county_name,city_name,cbsa_name,date_of_last_change
697479,49,57,2,42101,1,41.206321,-111.975524,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2016,Parts per million,No Events,7289,83,Y,303,366,0,0,0.0,0.0,Requested but not yet concurred,0,0.552806,0.286593,5.9,12-08-2016 12:00,5.8,12-08-2016 13:00,5.7,12-08-2016 14:00,5.6,12-08-2016 15:00,5.9,12-08-2016 12:00,2.8,12-08-2016 10:00,1.1,1.0,0.9,0.9,0.7,0.6,0.2,Ogden,228 32ND STREET OGDEN UTAH,Utah,Weber,Ogden,Ogden-Clearfield UT,22-03-2017
699090,17,143,36,42101,1,40.700072,-89.613414,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1999,Parts per million,No Events,8584,98,Y,358,365,0,0,0.0,0.0,Certified,0,1.195177,0.706784,5.4,03-11-1999 22:00,5.4,03-11-1999 23:00,5.1,04-11-1999 00:00,4.9,03-11-1999 21:00,5.4,03-11-1999 22:00,4.6,16-01-1999 23:00,3.4,3.0,2.5,2.1,1.6,1.1,0.4,COMMERCIAL BUILDING,1005 N. UNIVERSITY,Illinois,Peoria,Peoria,Peoria IL,20-04-2016
701539,1,101,1002,42101,1,32.412811,-86.263394,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1996,Parts per million,No Events,7081,81,Y,294,366,0,0,0.0,0.0,Certification not required,0,0.079155,0.165526,1.7,01-11-1996 01:00,1.7,01-11-1996 02:00,1.6,01-11-1996 00:00,1.6,01-11-1996 03:00,1.7,01-11-1996 01:00,1.5,03-12-1996 01:00,0.8,0.6,0.4,0.2,0.1,0.0,0.0,MOMS ADEM,1350 COLISEUM BLVD MONTGOMERY ALABAMA,Alabama,Montgomery,Montgomery,Montgomery AL,16-04-2016
701752,39,35,53,42101,1,41.441532,-81.704453,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2003,Parts per million,No Events,8461,97,Y,348,365,0,0,0.0,0.0,Certified,0,0.522208,0.357916,2.3,27-02-2003 17:00,2.3,27-02-2003 18:00,2.3,27-02-2003 19:00,2.2,27-02-2003 15:00,2.3,27-02-2003 17:00,2.1,10-10-2003 21:00,1.6,1.4,1.2,1.0,0.7,0.5,0.1,PEARL_RD.,4169 PEARL RD.,Ohio,Cuyahoga,Cleveland,Cleveland-Elyria OH,18-04-2016
704001,4,19,19,42101,1,32.290075,-111.000651,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1995,Parts per million,No Events,6565,75,Y,273,365,0,0,0.0,0.0,Certification not required,0,0.829992,0.587098,3.8,13-12-1995 00:00,3.7,12-12-1995 23:00,3.5,12-12-1995 22:00,3.5,13-12-1995 01:00,3.8,13-12-1995 00:00,3.3,19-12-1995 00:00,2.6,2.3,2.0,1.7,1.2,0.7,0.2,Pomona,4591 N POMONA TUCSON,Arizona,Pima,Tucson,Tucson AZ,27-04-2016
709353,16,69,11,42101,1,46.422065,-117.029962,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2002,Parts per million,No Events,3118,36,Y,129,365,0,0,0.0,0.0,Certified,0,0.354875,0.283783,3.4,09-01-2002 22:00,3.1,09-01-2002 23:00,2.8,10-01-2002 00:00,2.2,10-01-2002 01:00,3.4,09-01-2002 22:00,2.0,08-01-2002 22:00,1.4,1.2,0.8,0.6,0.5,0.3,0.1,MAXIMUM CONCENTRATION SITE FROM PREVIOUS SATURATION STUDY.,BELL BLDG/3RD AND 'D' ST,Idaho,Nez Perce,Lewiston,Lewiston ID-WA,21-04-2016
710529,6,1,11,42101,1,37.814781,-122.282347,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2011,Parts per million,No Events,8568,98,Y,348,365,0,0,0.0,0.0,Certification not required,0,0.376319,0.379473,2.7,18-12-2011 00:00,2.7,18-12-2011 01:00,2.6,18-12-2011 02:00,2.6,18-12-2011 03:00,2.7,18-12-2011 00:00,2.6,24-12-2011 03:00,1.7,1.5,1.1,0.8,0.6,0.3,0.0,Oakland West,1100 21st Street,California,Alameda,Oakland,San Francisco-Oakland-Hayward CA,09-04-2016
710605,30,111,81,42101,1,45.783285,-108.503469,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1996,Parts per million,No Events,7646,87,Y,316,366,0,0,0.0,0.0,Certified,0,1.005846,0.594191,6.0,26-11-1996 22:00,6.0,26-11-1996 23:00,5.9,26-11-1996 21:00,5.8,26-11-1996 20:00,6.0,26-11-1996 22:00,4.7,09-01-1996 22:00,2.9,2.6,2.1,1.7,1.3,0.9,0.4,120 NORTH 27TH STREET,NORWEST 130 NORTH 27TH STREET,Montana,Yellowstone,Billings,Billings MT,25-04-2016
721605,20,173,1014,42101,1,37.686403,-97.338379,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1996,Parts per million,No Events,8554,97,Y,355,366,0,0,0.0,0.0,Certification not required,0,0.6435,0.551711,8.3,10-01-1996 00:00,7.6,09-01-1996 23:00,7.6,10-01-1996 01:00,7.1,10-01-1996 02:00,8.3,10-01-1996 00:00,4.9,09-02-1996 01:00,2.8,2.1,1.5,1.3,0.8,0.5,0.2,DOUGLAS & MAIN,ONE MAIN PLACE AT MAIN AND DOUGLAS,Kansas,Sedgwick,Wichita,Wichita KS,22-04-2016
722641,4,19,1021,42101,1,32.0475,-110.773889,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1994,Parts per million,No Events,8070,92,Y,330,365,0,0,0.0,0.0,Certification not required,0,0.8171,0.668267,5.4,26-11-1994 01:00,5.2,26-11-1994 02:00,5.1,03-02-1994 01:00,5.1,03-02-1994 02:00,5.4,26-11-1994 01:00,5.1,03-02-1994 01:00,3.0,2.7,2.2,1.7,1.1,0.6,0.2,CHERRY & GLENN,2745 N CHERRY TUCSON,Arizona,Pima,Tucson,Tucson AZ,20-04-2016
725529,6,37,4002,42101,1,33.82376,-118.18921,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2010,Parts per million,No Events,8545,98,Y,350,365,0,0,0.0,0.0,Certification not required,0,0.407256,0.286238,2.1,08-01-2010 09:00,2.1,08-01-2010 10:00,2.1,03-12-2010 08:00,2.0,08-01-2010 11:00,2.1,08-01-2010 09:00,2.1,03-12-2010 08:00,1.4,1.3,1.1,0.8,0.5,0.3,0.2,Long Beach (North),3648 N. LONG BEACH BLVD. LONG BEACH,California,Los Angeles,Long Beach,Los Angeles-Long Beach-Anaheim CA,10-04-2016
725676,48,479,16,42101,1,27.517449,-99.515219,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2008,Parts per million,No Events,8363,95,Y,346,366,0,0,0.0,0.0,Certification not required,0,0.25339,0.218196,2.8,20-12-2008 03:00,2.8,20-12-2008 04:00,2.8,25-12-2008 01:00,2.7,20-12-2008 02:00,2.8,20-12-2008 03:00,2.8,25-12-2008 01:00,1.1,0.8,0.5,0.4,0.3,0.3,0.0,Laredo Vidaurri,2020 Vidaurri Ave,Texas,Webb,Laredo,Laredo TX,11-04-2016
731577,37,67,23,42101,1,36.06597,-80.258105,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2010,Parts per million,No Events,8620,98,Y,359,365,0,0,0.0,0.0,Certification not required,0,0.546172,0.296779,1.9,21-11-2010 01:00,1.9,21-11-2010 02:00,1.9,31-12-2010 00:00,1.9,31-12-2010 01:00,1.9,21-11-2010 01:00,1.9,31-12-2010 00:00,1.5,1.4,1.2,1.0,0.7,0.5,0.2,Peters Creek,1401 CORPORATION PARKWAY,North Carolina,Forsyth,Winston-Salem,Winston-Salem NC,10-04-2016
733690,4,19,2,42101,1,32.222058,-110.974681,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2000,Parts per million,No Events,8718,99,Y,362,366,0,0,0.0,0.0,Certification not required,0,0.685926,0.493284,3.8,22-12-2000 22:00,3.7,22-12-2000 21:00,3.7,22-12-2000 23:00,3.6,22-12-2000 20:00,3.8,22-12-2000 22:00,3.5,30-12-2000 00:00,2.1,1.9,1.6,1.3,1.0,0.6,0.1,DOWNTOWN,190 W PENNINGTON TUCSON,Arizona,Pima,Tucson,Tucson AZ,15-04-2016
734222,39,61,4002,42101,1,39.160058,-84.439102,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2001,Parts per million,No Events,8702,99,Y,361,365,0,0,0.0,0.0,Certification not required,0,0.513445,0.349786,3.0,03-01-2001 07:00,3.0,03-01-2001 08:00,3.0,03-01-2001 09:00,2.9,03-01-2001 06:00,3.0,03-01-2001 07:00,2.9,17-11-2001 02:00,1.9,1.5,1.1,0.9,0.6,0.5,0.1,NORWOOD NOX/COX,3001 HARRIS AVE.,Ohio,Hamilton,Norwood,Cincinnati OH-KY-IN,14-04-2016
741463,36,61,62,42101,1,40.720622,-74.003674,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1995,Parts per million,No Events,8560,98,Y,356,365,0,0,0.0,0.0,Certification not required,0,2.098294,0.807586,7.1,14-01-1995 02:00,7.1,14-01-1995 03:00,7.0,13-03-1995 22:00,7.0,13-03-1995 23:00,7.1,14-01-1995 02:00,7.0,13-03-1995 22:00,4.7,4.2,3.5,3.1,2.5,2.0,1.2,CANAL STREET,POST OFFICE350 CANAL STREET,New York,New York,New York,New York-Newark-Jersey City NY-NJ-PA,27-04-2016
748225,36,61,92,42101,1,40.7455,-73.97704,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1995,Parts per million,No Events,8680,99,Y,360,365,0,0,0.0,0.0,Certified,0,1.700403,0.715155,7.5,28-02-1995 16:00,7.3,28-02-1995 17:00,7.1,28-02-1995 15:00,7.0,28-02-1995 18:00,7.5,28-02-1995 16:00,6.5,13-01-1995 23:00,4.0,3.6,3.0,2.6,2.1,1.6,0.9,34TH STREET,225 E.34TH STREET;BTWN.2ND AND 3RD AVES.,New York,New York,New York,New York-Newark-Jersey City NY-NJ-PA,23-04-2016
749416,18,97,72,42101,1,39.768056,-86.16001,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2016,Parts per million,No Events,8585,98,Y,355,366,0,0,0.0,0.0,Certified,0,0.625603,0.3716,2.9,23-08-2016 01:00,2.9,23-08-2016 02:00,2.7,23-08-2016 03:00,2.5,16-03-2016 01:00,2.9,23-08-2016 01:00,2.5,16-03-2016 01:00,1.8,1.6,1.4,1.1,0.8,0.5,0.2,Indpls.- Illinois St.,50 NORTH ILLINOIS STREET,Indiana,Marion,Indianapolis,Indianapolis-Carmel-Anderson IN,03-03-2017
752990,4,19,1021,42101,1,32.0475,-110.773889,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2002,Parts per million,No Events,6296,72,Y,260,365,0,0,0.0,0.0,Certified,0,0.647109,0.381912,2.6,15-12-2002 02:00,2.5,15-12-2002 01:00,2.5,15-12-2002 03:00,2.4,15-12-2002 00:00,2.6,15-12-2002 02:00,2.3,07-01-2002 02:00,1.9,1.7,1.4,1.2,0.8,0.6,0.3,CHERRY & GLENN,2745 N CHERRY TUCSON,Arizona,Pima,Tucson,Tucson AZ,21-04-2016
753666,18,141,1008,42101,1,41.693659,-86.236673,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1990,Parts per million,No Events,8192,94,Y,337,365,0,0,0.0,0.0,Certified,0,0.580212,0.385002,4.0,09-12-1990 00:00,3.8,09-12-1990 01:00,3.6,08-12-1990 23:00,3.4,09-12-1990 02:00,4.0,09-12-1990 00:00,3.3,12-10-1990 02:00,2.0,1.7,1.4,1.1,0.7,0.4,0.3,SOUTH BEND CAAP,1000 E. ANGELA/ CHILDRENS HOSPITAL GROUNDS,Indiana,St. Joseph,South Bend,South Bend-Mishawaka IN-MI,30-04-2016
753779,27,123,44,42101,1,44.955799,-93.16661,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1999,Parts per million,No Events,8678,99,Y,360,365,0,0,0.0,0.0,Certified,0,0.857721,0.496986,4.2,11-07-1999 04:00,4.1,11-07-1999 05:00,4.0,12-03-1999 08:00,4.0,11-07-1999 03:00,4.2,11-07-1999 04:00,4.0,12-03-1999 08:00,2.4,2.1,1.8,1.5,1.1,0.8,0.3,University and Snelling,1549 UNIVERSITY AVENUE,Minnesota,Ramsey,St. Paul,Minneapolis-St. Paul-Bloomington MN-WI,21-04-2016
754804,12,31,84,42101,1,30.320507,-81.68762,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1998,Parts per million,Concurred Events Excluded,7925,96,Y,347,365,0,0,0.0,0.0,Certified,0,0.821451,0.529202,3.3,31-12-1998 23:00,3.1,12-01-1998 07:00,3.1,20-12-1998 07:00,3.1,20-12-1998 08:00,3.3,31-12-1998 23:00,3.1,12-01-1998 07:00,2.3,2.1,1.8,1.5,1.1,0.7,0.0,Rosselle,2189 rosselle st,Florida,Duval,Jacksonville,Jacksonville FL,15-04-2016
761422,42,71,7,42101,1,40.046667,-76.283333,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1997,Parts per million,No Events,8675,99,Y,359,365,0,0,0.0,0.0,Certified,0,0.281925,0.383239,3.9,20-12-1997 03:00,3.9,20-12-1997 04:00,3.8,20-12-1997 00:00,3.8,20-12-1997 01:00,3.9,20-12-1997 03:00,3.3,20-12-1997 07:00,1.7,1.4,0.9,0.7,0.5,0.1,0.0,A420710007LAT/LON POINT AT CORNER OF TRAILER,ABRAHAM LINCOLN JR HIGH GROFFTOWN RD,Pennsylvania,Lancaster,Lancaster,Lancaster PA,22-04-2016
764718,17,31,63,42101,1,41.877682,-87.635027,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1999,Parts per million,No Events,8721,100,Y,363,365,0,0,0.0,0.0,Certified,0,0.807453,0.351131,3.8,20-01-1999 19:00,3.7,20-01-1999 20:00,3.6,20-01-1999 17:00,3.6,20-01-1999 18:00,3.8,20-01-1999 19:00,2.9,22-04-1999 15:00,1.9,1.7,1.4,1.2,1.0,0.8,0.4,CTA BUILDING,321 S. FRANKLIN,Illinois,Cook,Chicago,Chicago-Naperville-Elgin IL-IN-WI,20-04-2016
766421,34,23,2003,42101,1,40.508764,-74.268083,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1999,Parts per million,No Events,8561,98,Y,355,365,0,0,0.0,0.0,Certified,0,0.89562,0.393844,3.8,13-12-1999 19:00,3.8,13-12-1999 20:00,3.7,13-12-1999 17:00,3.7,13-12-1999 18:00,3.8,13-12-1999 19:00,3.2,21-01-1999 10:00,2.2,2.0,1.6,1.4,1.1,0.8,0.5,PERTH AMBOY,130 Smith Street,New Jersey,Middlesex,Perth Amboy,New York-Newark-Jersey City NY-NJ-PA,19-04-2016
788177,6,83,2004,42101,1,34.63782,-120.4575,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1992,Parts per million,No Events,8334,95,Y,336,366,0,0,0.0,0.0,Certified,0,0.264363,0.382724,2.0,10-01-1992 12:00,2.0,14-01-1992 11:00,2.0,15-12-1992 08:00,2.0,15-12-1992 09:00,2.0,10-01-1992 12:00,2.0,14-01-1992 11:00,1.4,1.3,1.0,1.0,0.4,0.0,0.0,Lompoc H Street,128 S 'H' ST LOMPOC,California,Santa Barbara,Lompoc,Santa Maria-Santa Barbara CA,21-04-2016
789056,42,43,102,42101,1,40.283348,-76.880221,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1996,Parts per million,No Events,8693,99,Y,360,366,0,0,0.0,0.0,Certified,0,0.880801,0.410213,2.6,22-02-1996 16:00,2.6,22-02-1996 17:00,2.6,14-03-1996 09:00,2.6,14-03-1996 10:00,2.6,22-02-1996 16:00,2.6,14-03-1996 09:00,2.1,1.9,1.7,1.4,1.1,0.8,0.4,CENTRAL BUSINESS DISTRICT TYPE SITE,2301 N CAMERON ST.  PA DEPT AGRICULTURE,Pennsylvania,Dauphin,Harrisburg,Harrisburg-Carlisle PA,26-04-2016
793489,39,35,48,42101,1,41.49984,-81.68656,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2000,Parts per million,No Events,8720,99,Y,360,366,0,0,0.0,0.0,Certified,0,0.849484,0.471526,3.7,01-04-2000 04:00,3.7,01-04-2000 05:00,3.5,01-04-2000 03:00,3.5,01-04-2000 06:00,3.7,01-04-2000 04:00,3.2,22-08-2000 08:00,2.3,2.1,1.7,1.5,1.1,0.8,0.3,TRANS OHIO BLDG.,2026 EAST 9TH ST.,Ohio,Cuyahoga,Cleveland,Cleveland-Elyria OH,18-04-2016
795980,39,35,73,42101,1,41.4408,-81.4948,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2015,Parts per million,No Events,8141,93,Y,330,365,0,0,0.0,0.0,Certified,0,0.230512,0.132032,0.9,20-02-2015 08:00,0.9,28-02-2015 03:00,0.9,28-02-2015 04:00,0.9,28-02-2015 05:00,0.9,20-02-2015 08:00,0.9,28-02-2015 03:00,0.6,0.5,0.5,0.4,0.3,0.2,0.1,CLEVELAND NEAR ROAD,25609 EMERY ROAD,Ohio,Cuyahoga,Warrensville Heights,Cleveland-Elyria OH,07-04-2016
802196,39,35,51,42101,1,41.504661,-81.690186,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2000,Parts per million,No Events,8683,99,Y,361,366,0,0,0.0,0.0,Certified,0,0.661062,0.51475,8.8,17-01-2000 19:00,8.8,17-01-2000 20:00,8.6,17-01-2000 21:00,8.3,17-01-2000 18:00,8.8,17-01-2000 19:00,7.9,18-01-2000 18:00,2.2,1.7,1.3,1.1,0.8,0.6,0.3,GALLERIA,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,Cleveland-Elyria OH,18-04-2016
808613,34,7,3,42101,1,39.923042,-75.097617,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1999,Parts per million,No Events,8701,99,Y,363,365,0,0,0.0,0.0,Certified,0,0.531743,0.352204,3.9,05-12-1999 03:00,3.8,05-12-1999 04:00,3.7,04-02-1999 01:00,3.7,05-12-1999 02:00,3.9,05-12-1999 03:00,3.7,04-02-1999 01:00,2.0,1.6,1.2,0.9,0.6,0.4,0.3,CAMDEN LAB,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,Philadelphia-Camden-Wilmington PA-NJ-DE-MD,19-04-2016
810981,6,71,14,42101,1,34.512496,-117.330879,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1996,Parts per million,No Events,6001,68,Y,249,366,0,0,0.0,0.0,Certification not required,0,0.725396,1.019376,7.5,21-03-1996 17:00,7.3,21-03-1996 16:00,7.3,21-03-1996 18:00,6.8,21-03-1996 19:00,7.5,21-03-1996 17:00,6.6,10-03-1996 17:00,5.0,4.4,3.5,1.4,0.7,0.4,0.1,Victorville-Amargosa Road,14029 AMARGOSA ROAD VICTORVILLE CA,California,San Bernardino,Victorville,Riverside-San Bernardino-Ontario CA,22-04-2016
811716,8,31,2,42101,2,39.751184,-104.987625,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1990,Parts per million,No Events,8611,98,Y,356,365,0,0,18.0,18.0,Certified,0,1.534526,1.201262,12.1,08-03-1990 21:00,11.8,08-03-1990 20:00,11.5,08-03-1990 22:00,11.4,10-12-1990 19:00,12.1,08-03-1990 21:00,11.4,10-12-1990 19:00,6.1,5.1,3.8,2.8,1.9,1.3,0.5,DENVER - CAMP,2105 BROADWAY,Colorado,Denver,Denver,Denver-Aurora-Lakewood CO,22-04-2016
813638,27,37,20,42101,1,44.76323,-93.03255,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2012,Parts per million,No Events,8587,98,Y,357,366,0,0,0.0,0.0,Certified,0,0.014534,0.046149,0.3,21-01-2012 04:00,0.3,11-10-2012 23:00,0.3,12-10-2012 00:00,0.3,12-10-2012 01:00,0.3,21-01-2012 04:00,0.3,11-10-2012 23:00,0.2,0.2,0.1,0.1,0.0,0.0,0.0,FHR 420,12821 PINE BEND TRAIL,Minnesota,Dakota,Rosemount,Minneapolis-St. Paul-Bloomington MN-WI,09-04-2016
822010,10,3,2004,42101,1,39.739444,-75.558056,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2015,Parts per million,No Events,2612,30,Y,103,365,0,0,0.0,0.0,Requested but not yet concurred,0,0.308997,0.140822,1.2,03-01-2015 02:00,1.2,03-01-2015 03:00,1.2,12-12-2015 03:00,1.2,12-12-2015 04:00,1.2,03-01-2015 02:00,1.2,12-12-2015 03:00,1.0,0.7,0.6,0.5,0.3,0.3,0.2,MLK  CORNER OF MLK BLVD AND JUSTISON ST,MLK BLVD AND JUSTISON ST.,Delaware,New Castle,Wilmington,Philadelphia-Camden-Wilmington PA-NJ-DE-MD,28-01-2016
824468,34,27,3,42101,1,40.797342,-74.482494,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1999,Parts per million,No Events,8749,100,Y,365,365,0,0,0.0,0.0,Certified,0,1.086684,0.546927,4.2,02-02-1999 14:00,4.1,21-01-1999 18:00,4.1,04-02-1999 14:00,4.1,04-02-1999 15:00,4.2,02-02-1999 14:00,4.1,21-01-1999 18:00,2.9,2.6,2.1,1.8,1.4,1.0,0.5,MORRISTOWN,11 Washington Street,New Jersey,Morris,Morristown,New York-Newark-Jersey City NY-NJ-PA,19-04-2016
834633,17,143,36,42101,1,40.700072,-89.613414,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1994,Parts per million,No Events,8598,98,Y,354,365,0,0,0.0,0.0,Certified,0,1.760119,0.914585,6.5,26-11-1994 00:00,6.3,25-11-1994 23:00,6.3,26-11-1994 01:00,5.7,05-02-1994 23:00,6.5,26-11-1994 00:00,5.7,05-02-1994 23:00,4.4,4.0,3.4,3.0,2.3,1.6,0.7,COMMERCIAL BUILDING,1005 N. UNIVERSITY,Illinois,Peoria,Peoria,Peoria IL,23-04-2016
838499,15,3,1001,42101,1,21.30758,-157.85542,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,1991,Parts per million,No Events,8346,95,Y,345,365,0,0,0.0,0.0,Certification not required,0,0.745615,0.337439,2.4,29-01-1991 11:00,2.3,29-01-1991 10:00,2.3,25-03-1991 07:00,2.3,25-03-1991 08:00,2.4,29-01-1991 11:00,2.3,25-03-1991 07:00,1.9,1.7,1.4,1.2,0.9,0.7,0.4,HONOLULU,1250 PUNCHBOWL ST HONOLULU,Hawaii,Honolulu,Honolulu,Urban Honolulu HI,28-04-2016
839931,48,201,24,42101,1,29.901036,-95.326137,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2007,Parts per million,No Events,8152,93,Y,334,365,0,0,0.0,0.0,Certification not required,0,0.420829,0.216751,1.6,31-12-2007 02:00,1.6,31-12-2007 03:00,1.6,31-12-2007 04:00,1.6,31-12-2007 05:00,1.6,31-12-2007 02:00,1.5,26-01-2007 02:00,1.2,1.0,0.8,0.7,0.5,0.4,0.2,Houston Aldine,4510 1/2 Aldine Mail Rd,Texas,Harris,Houston,Houston-The Woodlands-Sugar Land TX,12-04-2016
840910,51,13,20,42101,1,38.8577,-77.05922,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,Multiple Methods Used,2007,Parts per million,No Events,8436,96,Y,348,365,0,0,0.0,0.0,Certification not required,0,0.282456,0.259634,1.6,03-01-2007 01:00,1.6,03-01-2007 02:00,1.6,03-01-2007 03:00,1.6,03-01-2007 04:00,1.6,03-01-2007 01:00,1.5,03-01-2007 00:00,1.0,0.9,0.7,0.6,0.5,0.2,0.0,Aurora Hills Visitors Center,S 18TH AND HAYES ST,Virginia,Arlington,Arlington,Washington-Arlington-Alexandria DC-VA-MD-WV,12-04-2016
